FlightID,RouteCode,Origin,Destination,OriginCountry,DestinationCountry,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F0540,BOM-GOA,Mumbai,Goa,India,India,2024-03-18,75,ATR72,72,61,604693,579347
F0541,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-05,115,A320,180,165,5964915,4987220
F0542,DEL-HYD,Delhi,Hyderabad,India,India,2023-07-30,115,A320,180,125,1512500,1364383
F0543,BOM-GOA,Mumbai,Goa,India,India,2024-01-10,75,ATR72,72,56,1171240,1007433
F0544,BOM-DXB,Mumbai,Dubai,India,UAE,2024-05-16,190,A321,200,167,8330628,6745238
F0545,DEL-LHR,Delhi,London,India,UK,2024-02-06,520,B787,250,200,3097200,2545197
F0546,BOM-JFK,Mumbai,New York,India,USA,2023-06-26,910,B777,300,226,10909020,9889669
F0547,BOM-GOA,Mumbai,Goa,India,India,2023-11-17,75,ATR72,72,43,1016305,820039
F0548,BOM-GOA,Mumbai,Goa,India,India,2024-01-18,75,ATR72,72,45,1866465,1560294
F0549,BOM-GOA,Mumbai,Goa,India,India,2024-08-11,75,ATR72,72,60,2143440,1639761
F0550,BOM-GOA,Mumbai,Goa,India,India,2024-07-22,75,ATR72,72,46,1844094,1477289
F0551,BOM-GOA,Mumbai,Goa,India,India,2023-11-19,75,ATR72,72,64,3109952,2235321
F0552,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-01-10,280,A320,180,152,2575944,1979084
F0553,DEL-LHR,Delhi,London,India,UK,2024-07-29,520,B787,250,189,7642782,6444371
F0554,BOM-JFK,Mumbai,New York,India,USA,2024-03-01,910,B777,300,263,10527101,7985213
F0555,BOM-DEL,Mumbai,Delhi,India,India,2023-08-14,120,A320,180,127,1288034,1025530
F0556,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-22,190,A321,200,199,7556229,6785324
F0557,BOM-JFK,Mumbai,New York,India,USA,2024-07-16,910,B777,300,280,4317320,3887530
F0558,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-10,190,A321,200,146,6354358,6277558
F0559,BOM-DEL,Mumbai,Delhi,India,India,2024-03-27,120,A320,180,159,3549198,3713957
F0560,DEL-BLR,Delhi,Bangalore,India,India,2023-09-11,145,B737,160,118,1193216,1023070
F0561,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-03-31,280,A320,180,146,2291178,2225813
F0562,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-03,115,A320,180,165,5111370,5118357
F0563,DEL-LHR,Delhi,London,India,UK,2023-06-19,520,B787,250,203,3476172,3388215
F0564,DEL-HYD,Delhi,Hyderabad,India,India,2023-03-02,115,A320,180,162,5020542,4449697
F0565,BOM-GOA,Mumbai,Goa,India,India,2023-11-28,75,ATR72,72,54,1455894,1310970
F0566,DEL-BLR,Delhi,Bangalore,India,India,2023-05-19,145,B737,160,132,1568820,1643135
F0567,BOM-GOA,Mumbai,Goa,India,India,2023-05-16,75,ATR72,72,51,896784,851037
F0568,DEL-HYD,Delhi,Hyderabad,India,India,2024-02-07,115,A320,180,152,2632184,2374490
F0569,BOM-DXB,Mumbai,Dubai,India,UAE,2024-02-29,190,A321,200,148,5567908,4044699
F0570,DEL-BLR,Delhi,Bangalore,India,India,2024-02-17,145,B737,160,145,3803785,3587525
F0571,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-04-10,280,A320,180,152,4476248,4045115
F0572,DEL-BLR,Delhi,Bangalore,India,India,2024-04-14,145,B737,160,125,1518750,1486077
F0573,DEL-LHR,Delhi,London,India,UK,2023-08-12,520,B787,250,248,8966936,8865579
F0574,BOM-JFK,Mumbai,New York,India,USA,2023-10-02,910,B777,300,232,6167720,5046516
F0575,BOM-GOA,Mumbai,Goa,India,India,2024-08-02,75,ATR72,72,67,2045309,2071804
F0576,BOM-DEL,Mumbai,Delhi,India,India,2023-02-17,120,A320,180,102,5001774,4873535
F0577,BOM-JFK,Mumbai,New York,India,USA,2023-01-17,910,B777,300,181,3321893,2838391
F0578,BOM-DEL,Mumbai,Delhi,India,India,2024-03-14,120,A320,180,115,1914175,1930927
F0579,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-12,190,A321,200,135,1905795,1770685
F0580,BOM-DXB,Mumbai,Dubai,India,UAE,2023-03-26,190,A321,200,147,2770509,1989573
F0581,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-28,190,A321,200,154,2152304,2036713
F0582,BOM-DEL,Mumbai,Delhi,India,India,2023-08-07,120,A320,180,151,1979157,1477331
F0583,DEL-HYD,Delhi,Hyderabad,India,India,2024-06-15,115,A320,180,177,6578559,4626374
F0584,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-05-04,280,A320,180,144,2399328,2080685
F0585,DEL-HYD,Delhi,Hyderabad,India,India,2024-01-28,115,A320,180,101,1485912,1093810
F0586,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-11-03,280,A320,180,107,3539774,3436098
F0587,BOM-GOA,Mumbai,Goa,India,India,2023-05-27,75,ATR72,72,40,1710680,1534739
F0588,BOM-GOA,Mumbai,Goa,India,India,2024-03-26,75,ATR72,72,58,1273796,1171673
F0589,BOM-GOA,Mumbai,Goa,India,India,2024-02-26,75,ATR72,72,64,1423168,1039397
F0590,DEL-BLR,Delhi,Bangalore,India,India,2023-05-24,145,B737,160,95,4430610,4233462
F0591,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-03-15,280,A320,180,130,2231190,1755333
F0592,DEL-BLR,Delhi,Bangalore,India,India,2023-09-12,145,B737,160,150,7108050,6468345
F0593,BOM-DXB,Mumbai,Dubai,India,UAE,2023-01-28,190,A321,200,184,5109312,3943908
F0594,DEL-HYD,Delhi,Hyderabad,India,India,2024-02-06,115,A320,180,127,1470152,1432414
F0595,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-21,115,A320,180,139,2138932,1677732
F0596,DEL-BLR,Delhi,Bangalore,India,India,2024-06-24,145,B737,160,81,2564784,2633708
F0597,BOM-GOA,Mumbai,Goa,India,India,2024-02-01,75,ATR72,72,72,2561832,2120926
F0598,BOM-GOA,Mumbai,Goa,India,India,2024-04-27,75,ATR72,72,40,363720,329376
F0599,BOM-DEL,Mumbai,Delhi,India,India,2023-09-26,120,A320,180,117,1241370,1269800
F0600,DEL-LHR,Delhi,London,India,UK,2024-06-02,520,B787,250,161,7920234,7519629
F0601,DEL-LHR,Delhi,London,India,UK,2024-03-09,520,B787,250,214,7353682,5359729
F0602,BOM-GOA,Mumbai,Goa,India,India,2023-10-12,75,ATR72,72,41,1160710,844599
F0603,DEL-HYD,Delhi,Hyderabad,India,India,2023-06-09,115,A320,180,158,4647254,3888617
F0604,DEL-BLR,Delhi,Bangalore,India,India,2023-11-14,145,B737,160,135,3191265,2298563
F0605,DEL-BLR,Delhi,Bangalore,India,India,2024-03-20,145,B737,160,94,3544928,3241141
F0606,BOM-DEL,Mumbai,Delhi,India,India,2023-11-13,120,A320,180,175,3414425,2532837
F0607,BOM-GOA,Mumbai,Goa,India,India,2023-01-12,75,ATR72,72,46,1864472,1927035
F0608,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-20,190,A321,200,147,2398746,2308605
F0609,BOM-DXB,Mumbai,Dubai,India,UAE,2023-05-01,190,A321,200,198,1964754,1605702
F0610,DEL-LHR,Delhi,London,India,UK,2023-10-06,520,B787,250,192,2339520,1852975
F0611,DEL-BLR,Delhi,Bangalore,India,India,2024-05-23,145,B737,160,138,5723412,4727786
F0612,BOM-JFK,Mumbai,New York,India,USA,2024-08-03,910,B777,300,192,6162432,4652996
F0613,DEL-BLR,Delhi,Bangalore,India,India,2024-08-10,145,B737,160,94,2158992,2071062
F0614,BOM-DEL,Mumbai,Delhi,India,India,2023-02-15,120,A320,180,91,2186366,1565642
F0615,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-01-28,280,A320,180,109,2150352,2206059
F0616,BOM-DEL,Mumbai,Delhi,India,India,2024-07-20,120,A320,180,173,6138559,4779361
F0617,DEL-HYD,Delhi,Hyderabad,India,India,2024-03-02,115,A320,180,130,3351010,3314480
F0618,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-05-03,280,A320,180,154,1763454,1345110
F0619,BOM-DEL,Mumbai,Delhi,India,India,2024-02-15,120,A320,180,98,3771040,3782772
F0620,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-02,190,A321,200,111,4911417,4223136
F0621,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-07-25,280,A320,180,127,5708523,5563398
F0622,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-20,115,A320,180,137,6408449,6665749
F0623,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-13,115,A320,180,121,2161907,1518160
F0624,DEL-LHR,Delhi,London,India,UK,2023-01-25,520,B787,250,154,6697460,5500277
F0625,BOM-DEL,Mumbai,Delhi,India,India,2023-12-10,120,A320,180,90,2939310,2930939
F0626,BOM-DXB,Mumbai,Dubai,India,UAE,2023-04-17,190,A321,200,126,5382846,5620178
F0627,DEL-LHR,Delhi,London,India,UK,2024-05-18,520,B787,250,248,2957400,3076866
F0628,BOM-GOA,Mumbai,Goa,India,India,2023-10-14,75,ATR72,72,41,445957,455966
F0629,DEL-LHR,Delhi,London,India,UK,2024-01-17,520,B787,250,183,2482212,2242106
F0630,BOM-GOA,Mumbai,Goa,India,India,2024-02-08,75,ATR72,72,40,1871600,1682076
F0631,DEL-LHR,Delhi,London,India,UK,2023-05-14,520,B787,250,155,4202825,3325892
F0632,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-02-07,280,A320,180,179,5259199,4266894
F0633,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-28,190,A321,200,109,2319956,1734489
F0634,DEL-BLR,Delhi,Bangalore,India,India,2023-06-09,145,B737,160,93,1745796,1496755
F0635,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-02-21,280,A320,180,105,4527810,3737257
F0636,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-07,115,A320,180,129,4949085,3923400
F0637,DEL-BLR,Delhi,Bangalore,India,India,2023-04-03,145,B737,160,100,2793700,2763626
F0638,BOM-DEL,Mumbai,Delhi,India,India,2023-08-09,120,A320,180,131,2321320,1699031
F0639,DEL-HYD,Delhi,Hyderabad,India,India,2023-12-31,115,A320,180,140,5831000,4181600
F0640,BOM-DXB,Mumbai,Dubai,India,UAE,2023-09-24,190,A321,200,122,1224392,1265083
F0641,BOM-JFK,Mumbai,New York,India,USA,2024-07-23,910,B777,300,290,7068460,5182268
F0642,DEL-BLR,Delhi,Bangalore,India,India,2023-05-24,145,B737,160,95,834385,602079
F0643,DEL-HYD,Delhi,Hyderabad,India,India,2023-05-14,115,A320,180,115,3938980,3270471
F0644,DEL-BLR,Delhi,Bangalore,India,India,2024-08-19,145,B737,160,155,3869110,3950748
F0645,DEL-BLR,Delhi,Bangalore,India,India,2023-01-23,145,B737,160,88,1844392,1873669
F0646,BOM-JFK,Mumbai,New York,India,USA,2023-05-12,910,B777,300,173,5142944,3820614
F0647,BOM-JFK,Mumbai,New York,India,USA,2023-02-21,910,B777,300,193,8802730,7496446
F0648,DEL-LHR,Delhi,London,India,UK,2024-05-23,520,B787,250,128,4234496,3976719
F0649,BOM-GOA,Mumbai,Goa,India,India,2023-12-29,75,ATR72,72,49,992985,790657
F0650,BOM-JFK,Mumbai,New York,India,USA,2023-06-02,910,B777,300,158,7622868,6987972
F0651,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-30,115,A320,180,153,5355000,5403047
F0652,BOM-JFK,Mumbai,New York,India,USA,2023-03-04,910,B777,300,172,4529620,3777953
F0653,DEL-LHR,Delhi,London,India,UK,2023-07-24,520,B787,250,207,8789013,6918726
F0654,BOM-DEL,Mumbai,Delhi,India,India,2024-01-27,120,A320,180,135,5323860,4741329
F0655,BOM-JFK,Mumbai,New York,India,USA,2023-12-19,910,B777,300,294,12031656,9776461
F0656,BOM-DXB,Mumbai,Dubai,India,UAE,2023-07-04,190,A321,200,103,2976391,2705511
F0657,BOM-DEL,Mumbai,Delhi,India,India,2023-10-15,120,A320,180,97,3774464,3341537
F0658,DEL-HYD,Delhi,Hyderabad,India,India,2023-06-13,115,A320,180,102,2472786,2299450
F0659,BOM-DXB,Mumbai,Dubai,India,UAE,2024-06-30,190,A321,200,194,2262816,2189087
F0660,DEL-HYD,Delhi,Hyderabad,India,India,2024-08-12,115,A320,180,139,4344028,4462716
F0661,BOM-GOA,Mumbai,Goa,India,India,2023-06-30,75,ATR72,72,51,2388381,1937697
F0662,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-01-29,280,A320,180,180,5588460,5765309
F0663,BOM-GOA,Mumbai,Goa,India,India,2024-07-30,75,ATR72,72,48,1932384,1719326
F0664,BOM-GOA,Mumbai,Goa,India,India,2024-05-17,75,ATR72,72,38,528770,380533
F0665,DEL-HYD,Delhi,Hyderabad,India,India,2023-01-21,115,A320,180,157,6174025,4323294
F0666,DEL-HYD,Delhi,Hyderabad,India,India,2023-05-14,115,A320,180,133,2610790,2667113
F0667,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-03-02,280,A320,180,92,1626560,1472546
F0668,BOM-GOA,Mumbai,Goa,India,India,2023-04-24,75,ATR72,72,69,2201997,2281699
F0669,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-02-10,280,A320,180,165,2412465,1972905
F0670,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-05-20,280,A320,180,110,4029300,3937209
F0671,BOM-JFK,Mumbai,New York,India,USA,2023-11-21,910,B777,300,194,8696826,8198899
F0672,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-08-17,280,A320,180,175,8154475,8032638
F0673,DEL-LHR,Delhi,London,India,UK,2023-11-11,520,B787,250,218,5951618,4431407
F0674,BOM-DEL,Mumbai,Delhi,India,India,2024-08-09,120,A320,180,140,6326600,4500325
F0675,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-08-15,280,A320,180,171,7705773,5674828
F0676,BOM-JFK,Mumbai,New York,India,USA,2023-05-25,910,B777,300,234,3065166,2400940
F0677,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-06-21,280,A320,180,171,2362194,2332859
F0678,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-04-02,280,A320,180,91,2309580,1786204
F0679,DEL-BLR,Delhi,Bangalore,India,India,2023-12-25,145,B737,160,112,1688960,1608134
F0680,BOM-DEL,Mumbai,Delhi,India,India,2024-01-31,120,A320,180,146,5183292,5386402
F0681,DEL-LHR,Delhi,London,India,UK,2024-05-19,520,B787,250,237,7778103,6400841
F0682,DEL-LHR,Delhi,London,India,UK,2023-04-14,520,B787,250,231,9106713,8888657
F0683,DEL-HYD,Delhi,Hyderabad,India,India,2023-06-16,115,A320,180,147,1886010,1847758
F0684,BOM-DEL,Mumbai,Delhi,India,India,2023-10-29,120,A320,180,92,2657604,2103213
F0685,DEL-BLR,Delhi,Bangalore,India,India,2023-03-17,145,B737,160,123,2355204,2380583
F0686,BOM-GOA,Mumbai,Goa,India,India,2023-03-18,75,ATR72,72,71,1001171,819240
F0687,BOM-JFK,Mumbai,New York,India,USA,2023-02-01,910,B777,300,260,4891380,4463683
F0688,DEL-LHR,Delhi,London,India,UK,2023-06-10,520,B787,250,131,1917316,1564305
F0689,DEL-HYD,Delhi,Hyderabad,India,India,2024-02-24,115,A320,180,179,7932206,7557118
F0690,BOM-DXB,Mumbai,Dubai,India,UAE,2023-10-16,190,A321,200,138,3252246,2385751
F0691,DEL-LHR,Delhi,London,India,UK,2024-08-08,520,B787,250,195,7833930,5904875
F0692,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-01-04,280,A320,180,144,1978848,1589197
F0693,BOM-JFK,Mumbai,New York,India,USA,2023-07-24,910,B777,300,174,1685364,1301831
F0694,BOM-DXB,Mumbai,Dubai,India,UAE,2023-03-25,190,A321,200,160,2491040,2012570
F0695,DEL-LHR,Delhi,London,India,UK,2024-04-27,520,B787,250,187,4743629,3471852
F0696,DEL-LHR,Delhi,London,India,UK,2023-07-09,520,B787,250,172,5675656,4706768
F0697,BOM-JFK,Mumbai,New York,India,USA,2023-02-15,910,B777,300,217,7989506,6893108
F0698,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-03,115,A320,180,162,1950318,1468386
F0699,DEL-BLR,Delhi,Bangalore,India,India,2023-03-29,145,B737,160,124,5392016,4555689
F0700,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-20,115,A320,180,97,3236793,3192907
F0701,DEL-LHR,Delhi,London,India,UK,2024-07-02,520,B787,250,212,8293016,7467446
F0702,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-02,115,A320,180,128,1686272,1413402
F0703,BOM-DEL,Mumbai,Delhi,India,India,2024-05-29,120,A320,180,163,6824810,6689389
F0704,BOM-GOA,Mumbai,Goa,India,India,2023-05-04,75,ATR72,72,64,1237056,1276853
F0705,BOM-GOA,Mumbai,Goa,India,India,2023-08-05,75,ATR72,72,48,780912,558302
F0706,DEL-BLR,Delhi,Bangalore,India,India,2024-03-21,145,B737,160,105,5156025,3876079
F0707,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-24,190,A321,200,193,2391463,1746867
F0708,DEL-LHR,Delhi,London,India,UK,2024-07-19,520,B787,250,166,4332766,3821026
F0709,BOM-DEL,Mumbai,Delhi,India,India,2024-06-19,120,A320,180,143,2198482,1857837
F0710,BOM-GOA,Mumbai,Goa,India,India,2024-08-03,75,ATR72,72,42,626724,562133
F0711,DEL-BLR,Delhi,Bangalore,India,India,2023-10-20,145,B737,160,148,4519180,4552001
F0712,BOM-DXB,Mumbai,Dubai,India,UAE,2024-01-28,190,A321,200,183,7287609,6560364
F0713,BOM-JFK,Mumbai,New York,India,USA,2023-02-08,910,B777,300,194,5053506,4250205
F0714,DEL-LHR,Delhi,London,India,UK,2023-02-09,520,B787,250,175,5201700,4898335
F0715,BOM-DEL,Mumbai,Delhi,India,India,2024-05-01,120,A320,180,124,4018592,2841472
F0716,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-15,190,A321,200,135,5429430,5431504
F0717,DEL-BLR,Delhi,Bangalore,India,India,2023-08-22,145,B737,160,97,2686124,2796192
F0718,BOM-JFK,Mumbai,New York,India,USA,2023-11-25,910,B777,300,218,7698234,7018808
F0719,DEL-BLR,Delhi,Bangalore,India,India,2023-07-12,145,B737,160,136,2972008,3030560
F0720,DEL-LHR,Delhi,London,India,UK,2024-05-11,520,B787,250,222,9290478,9323144
F0721,BOM-DEL,Mumbai,Delhi,India,India,2024-06-11,120,A320,180,110,1353000,1094432
F0722,DEL-LHR,Delhi,London,India,UK,2023-05-19,520,B787,250,224,9488416,9562106
F0723,BOM-DEL,Mumbai,Delhi,India,India,2023-06-27,120,A320,180,114,2411556,2394534
F0724,DEL-HYD,Delhi,Hyderabad,India,India,2023-02-03,115,A320,180,148,1674324,1710005
F0725,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-08,115,A320,180,137,5263951,4615401
F0726,DEL-BLR,Delhi,Bangalore,India,India,2023-02-01,145,B737,160,110,3564990,3105374
F0727,BOM-JFK,Mumbai,New York,India,USA,2023-07-01,910,B777,300,271,12590931,11243283
F0728,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-06-17,280,A320,180,123,1712529,1369636
F0729,DEL-LHR,Delhi,London,India,UK,2023-02-20,520,B787,250,145,6597935,6419398
F0730,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-15,115,A320,180,172,3913344,3667559
F0731,BOM-DXB,Mumbai,Dubai,India,UAE,2024-02-24,190,A321,200,165,1536810,1540837
F0732,BOM-DEL,Mumbai,Delhi,India,India,2024-04-30,120,A320,180,106,2051100,1867320
F0733,BOM-DEL,Mumbai,Delhi,India,India,2023-08-18,120,A320,180,122,5839896,5733492
F0734,BOM-DXB,Mumbai,Dubai,India,UAE,2023-10-09,190,A321,200,154,5031488,5021702
F0735,BOM-JFK,Mumbai,New York,India,USA,2023-09-16,910,B777,300,205,7909925,6373428
F0736,DEL-LHR,Delhi,London,India,UK,2024-08-21,520,B787,250,138,1170378,1028797
F0737,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-28,280,A320,180,172,8069036,7368381
F0738,BOM-DXB,Mumbai,Dubai,India,UAE,2023-04-21,190,A321,200,161,1961463,1603886
F0739,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-29,190,A321,200,135,3390390,3151848
F0740,BOM-DXB,Mumbai,Dubai,India,UAE,2023-07-12,190,A321,200,119,4986219,4826241
F0741,BOM-DEL,Mumbai,Delhi,India,India,2024-02-18,120,A320,180,174,5036256,4725340
F0742,BOM-DEL,Mumbai,Delhi,India,India,2024-05-24,120,A320,180,127,3175127,3230434
F0743,DEL-LHR,Delhi,London,India,UK,2024-02-02,520,B787,250,219,2258766,2042056
F0744,DEL-HYD,Delhi,Hyderabad,India,India,2023-12-18,115,A320,180,118,5078366,4689412
F0745,BOM-JFK,Mumbai,New York,India,USA,2024-01-03,910,B777,300,279,7720767,7689086
F0746,BOM-GOA,Mumbai,Goa,India,India,2023-10-28,75,ATR72,72,42,1631826,1215352
F0747,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-26,190,A321,200,197,3939409,4063197
F0748,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-04-02,280,A320,180,118,3691394,2872512
F0749,BOM-DXB,Mumbai,Dubai,India,UAE,2024-03-06,190,A321,200,200,5942600,4932886
F0750,BOM-DXB,Mumbai,Dubai,India,UAE,2024-04-19,190,A321,200,115,4466255,3210285
F0751,DEL-BLR,Delhi,Bangalore,India,India,2024-04-28,145,B737,160,104,4243096,3148103
F0752,DEL-LHR,Delhi,London,India,UK,2024-06-26,520,B787,250,163,5716899,4110002
F0753,BOM-GOA,Mumbai,Goa,India,India,2023-05-21,75,ATR72,72,48,1461936,1232729
F0754,BOM-JFK,Mumbai,New York,India,USA,2023-05-27,910,B777,300,230,4558370,4433604
F0755,BOM-JFK,Mumbai,New York,India,USA,2023-12-07,910,B777,300,195,5565105,5131442
F0756,BOM-DEL,Mumbai,Delhi,India,India,2024-04-07,120,A320,180,125,2715250,2624065
F0757,BOM-GOA,Mumbai,Goa,India,India,2024-08-13,75,ATR72,72,46,1843864,1797442
F0758,DEL-BLR,Delhi,Bangalore,India,India,2023-05-13,145,B737,160,158,5754834,5304349
F0759,DEL-LHR,Delhi,London,India,UK,2024-03-15,520,B787,250,248,9742928,8127168
F0760,BOM-DEL,Mumbai,Delhi,India,India,2024-06-30,120,A320,180,115,3731865,3853240
F0761,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-06-27,280,A320,180,114,1045836,979803
F0762,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-20,115,A320,180,178,5440926,4402973
F0763,DEL-BLR,Delhi,Bangalore,India,India,2024-01-28,145,B737,160,144,6707376,5413793
F0764,DEL-BLR,Delhi,Bangalore,India,India,2023-02-16,145,B737,160,118,3192962,2744587
F0765,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-03-20,280,A320,180,177,2967936,2433578
F0766,BOM-JFK,Mumbai,New York,India,USA,2024-01-03,910,B777,300,198,3723390,3841903
F0767,DEL-LHR,Delhi,London,India,UK,2023-01-20,520,B787,250,154,3495954,3336919
F0768,BOM-GOA,Mumbai,Goa,India,India,2023-08-05,75,ATR72,72,37,1725902,1512963
F0769,DEL-BLR,Delhi,Bangalore,India,India,2024-01-11,145,B737,160,84,2737392,2755980
F0770,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-01,190,A321,200,179,2001936,1817504
F0771,BOM-DEL,Mumbai,Delhi,India,India,2023-04-21,120,A320,180,173,1607689,1152523
F0772,DEL-BLR,Delhi,Bangalore,India,India,2024-03-02,145,B737,160,136,4477120,3327656
F0773,BOM-DXB,Mumbai,Dubai,India,UAE,2024-04-30,190,A321,200,189,3408615,2631189
F0774,BOM-DEL,Mumbai,Delhi,India,India,2023-11-05,120,A320,180,143,2090231,1947821
F0775,BOM-DXB,Mumbai,Dubai,India,UAE,2023-05-21,190,A321,200,153,2275875,2000618
F0776,DEL-BLR,Delhi,Bangalore,India,India,2023-10-17,145,B737,160,94,1406616,1229675
F0777,DEL-HYD,Delhi,Hyderabad,India,India,2023-09-27,115,A320,180,156,3309696,2731401
F0778,DEL-LHR,Delhi,London,India,UK,2023-10-30,520,B787,250,145,1534390,1368443
F0779,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-07,115,A320,180,132,3084576,2162159
F0780,DEL-BLR,Delhi,Bangalore,India,India,2023-04-24,145,B737,160,153,6178293,4647315
F0781,DEL-BLR,Delhi,Bangalore,India,India,2024-06-07,145,B737,160,89,1302782,1324503
F0782,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-12,115,A320,180,127,3214243,2772275
F0783,DEL-BLR,Delhi,Bangalore,India,India,2023-06-28,145,B737,160,85,2298570,1898791
F0784,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-03-12,280,A320,180,104,1479400,1476346
F0785,BOM-DEL,Mumbai,Delhi,India,India,2023-01-10,120,A320,180,107,2051618,1672132
F0786,BOM-JFK,Mumbai,New York,India,USA,2023-10-02,910,B777,300,173,5608660,5525862
F0787,BOM-GOA,Mumbai,Goa,India,India,2023-04-27,75,ATR72,72,61,2088030,2164887
F0788,BOM-DXB,Mumbai,Dubai,India,UAE,2024-01-30,190,A321,200,188,7396296,7248108
F0789,BOM-GOA,Mumbai,Goa,India,India,2023-04-26,75,ATR72,72,44,521092,543785
F0790,BOM-GOA,Mumbai,Goa,India,India,2023-04-17,75,ATR72,72,62,2896330,2516725
F0791,BOM-JFK,Mumbai,New York,India,USA,2023-07-05,910,B777,300,247,7780747,7111411
F0792,BOM-GOA,Mumbai,Goa,India,India,2024-05-09,75,ATR72,72,67,1031867,1042864
F0793,BOM-JFK,Mumbai,New York,India,USA,2023-02-17,910,B777,300,166,4174070,3878715
F0794,BOM-DEL,Mumbai,Delhi,India,India,2024-06-21,120,A320,180,163,7339564,5713077
F0795,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-06-15,280,A320,180,156,7568496,5550241
F0796,DEL-HYD,Delhi,Hyderabad,India,India,2024-05-08,115,A320,180,134,4451882,3347944
F0797,BOM-DEL,Mumbai,Delhi,India,India,2023-01-12,120,A320,180,172,3144848,2757870
F0798,BOM-JFK,Mumbai,New York,India,USA,2024-05-22,910,B777,300,192,2477952,2386269
F0799,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-09-04,280,A320,180,132,3462228,2484573
F0800,DEL-HYD,Delhi,Hyderabad,India,India,2024-07-17,115,A320,180,172,5644008,4747440
F0801,DEL-HYD,Delhi,Hyderabad,India,India,2023-03-22,115,A320,180,148,5492280,5384858
F0802,BOM-JFK,Mumbai,New York,India,USA,2023-04-01,910,B777,300,277,10331823,8375198
F0803,BOM-JFK,Mumbai,New York,India,USA,2023-01-19,910,B777,300,176,6061264,5117637
F0804,BOM-DEL,Mumbai,Delhi,India,India,2023-04-04,120,A320,180,167,8111357,7487904
F0805,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-12,115,A320,180,133,4230996,4183857
F0806,DEL-HYD,Delhi,Hyderabad,India,India,2024-04-10,115,A320,180,132,5901720,5716380
F0807,BOM-JFK,Mumbai,New York,India,USA,2024-01-08,910,B777,300,265,4100080,3009880
F0808,DEL-HYD,Delhi,Hyderabad,India,India,2023-01-03,115,A320,180,133,4159442,4119758
F0809,BOM-DXB,Mumbai,Dubai,India,UAE,2024-07-14,190,A321,200,166,5395498,5102703
F0810,BOM-DEL,Mumbai,Delhi,India,India,2023-06-18,120,A320,180,153,2632212,2599687
